Date,State_Num,State,County_Num,County_Name,Event,Property_DMG,Damage Factor,F-Scale
8-Dec-66,29,MO,19,BOONE,TORNADO,25,K,1
8-Dec-66,29,MO,7,AUDRAIN,TORNADO,25,K,2
15-Aug-68,29,MO,189,ST. LOUIS,TORNADO,250,K,1
16-Sep-68,29,MO,209,STONE,TORNADO,25,K,2
4-Apr-69,29,MO,13,BATES,TORNADO,250,K,2
4-Apr-69,29,MO,37,CASS,TORNADO,0.03,K,0
4-Apr-69,29,MO,101,JOHNSON,TORNADO,250,K,2
17-Apr-69,29,MO,151,OSAGE,TORNADO,25,K,1
26-Apr-69,29,MO,95,JACKSON,TORNADO,25,K,1
26-Apr-69,29,MO,217,VERNON,TORNADO,0.03,K,0
17-Jun-85,29,MO,19,BOONE,TORNADO,2.5,M,1
17-Jun-85,29,MO,3,ANDREW,TORNADO,0,K,0
21-Jun-85,29,MO,49,CLINTON,TORNADO,0,K,0
9-Jul-65,29,MO,7,AUDRAIN,TORNADO,2.5,K,1
18-Aug-65,29,MO,71,FRANKLIN,TORNADO,25,K,1
4-Sep-65,29,MO,99,JEFFERSON,TORNADO,2.5,K,1
18-Sep-65,29,MO,81,HARRISON,TORNADO,0.03,K,0
20-Sep-65,29,MO,81,HARRISON,TORNADO,2.5,K,1
20-Sep-65,29,MO,107,LAFAYETTE,TORNADO,2.5,K,2
20-Sep-65,29,MO,41,CHARITON,TORNADO,2.5,K,1
20-Sep-65,29,MO,95,JACKSON,TORNADO,250,K,2
20-Sep-65,29,MO,33,CARROLL,TORNADO,25,K,1
21-Sep-65,29,MO,1,ADAIR,TORNADO,0.25,K,0
22-Sep-65,29,MO,207,STODDARD,TORNADO,0.03,K,1
30-Apr-72,29,MO,159,PETTIS,TORNADO,0,K,0
8-Dec-66,29,MO,161,PHELPS,TORNADO,25,K,2
8-Dec-66,29,MO,215,TEXAS,TORNADO,2.5,K,2
8-Dec-66,29,MO,91,HOWELL,TORNADO,25,K,1
8-Dec-66,29,MO,221,WASHINGTON,TORNADO,250,K,3
8-Dec-66,29,MO,221,WASHINGTON,TORNADO,250,K,3
8-Dec-66,29,MO,187,ST. FRANCOIS,TORNADO,2.5,K,1
24-Jan-67,29,MO,21,BUCHANAN,TORNADO,250,K,2
24-Jan-67,29,MO,49,CLINTON,TORNADO,25,K,2
24-Jan-67,29,MO,95,JACKSON,TORNADO,2.5,M,3
24-Jan-67,29,MO,25,CALDWELL,TORNADO,25,K,0
24-Jan-67,29,MO,177,RAY,TORNADO,2.5,M,3
24-Jan-67,29,MO,117,LIVINGSTON,TORNADO,0.03,K,0
24-Jan-67,29,MO,211,SULLIVAN,TORNADO,25,K,1
24-Jan-67,29,MO,171,PUTNAM,TORNADO,2.5,K,1
24-Jan-67,29,MO,197,SCHUYLER,TORNADO,2.5,M,4
24-Jan-67,29,MO,189,ST. LOUIS,TORNADO,25,M,4
27-Jan-67,29,MO,145,NEWTON,TORNADO,250,K,2
13-Apr-67,29,MO,209,STONE,TORNADO,2.5,K,1
16-Apr-67,29,MO,37,CASS,TORNADO,0.03,K,0
16-Apr-67,29,MO,37,CASS,TORNADO,0.03,K,0
16-Apr-67,29,MO,13,BATES,TORNADO,25,K,1
21-Apr-67,29,MO,199,SCOTLAND,TORNADO,0.03,K,0
21-Apr-67,29,MO,49,CLINTON,TORNADO,0.03,K,1
21-Apr-67,29,MO,49,CLINTON,TORNADO,2.5,K,1
21-Apr-67,29,MO,61,DAVIESS,TORNADO,25,K,2
21-Apr-67,29,MO,61,DAVIESS,TORNADO,0.03,K,0
21-Apr-67,29,MO,177,RAY,TORNADO,250,K,3
21-Apr-67,29,MO,79,GRUNDY,TORNADO,25,K,2
21-Apr-67,29,MO,79,GRUNDY,TORNADO,25,K,2
21-Apr-67,29,MO,41,CHARITON,TORNADO,250,K,2
21-Apr-67,29,MO,195,SALINE,TORNADO,25,K,2
21-Apr-67,29,MO,115,LINN,TORNADO,250,K,4
21-Apr-67,29,MO,195,SALINE,TORNADO,25,K,2
21-Apr-67,29,MO,195,SALINE,TORNADO,25,K,2
21-Apr-67,29,MO,107,LAFAYETTE,TORNADO,0.03,K,0
21-Apr-67,29,MO,13,BATES,TORNADO,2.5,K,1
23-Apr-67,29,MO,225,WEBSTER,TORNADO,2.5,K,1
23-Apr-67,29,MO,77,GREENE,TORNADO,25,K,1
23-Apr-67,29,MO,225,WEBSTER,TORNADO,25,K,2
4-Jun-73,29,MO,169,PULASKI,TORNADO,25,K,1
13-Aug-74,29,MO,135,MONITEAU,TORNADO,25,K,0
13-Aug-74,29,MO,135,MONITEAU,TORNADO,25,K,0
13-May-70,29,MO,197,SCHUYLER,TORNADO,0.03,K,0
13-May-70,29,MO,103,KNOX,TORNADO,25,K,2
29-May-70,29,MO,31,CAPE GIRARDEAU,TORNADO,2.5,K,0
1-Jun-70,29,MO,189,ST. LOUIS,TORNADO,0.03,K,1
12-Jun-70,29,MO,33,CARROLL,TORNADO,0.03,K,0
12-Jun-70,29,MO,33,CARROLL,TORNADO,0.25,K,1
12-Jun-70,29,MO,33,CARROLL,TORNADO,0.03,K,0
12-Jun-70,29,MO,41,CHARITON,TORNADO,250,K,4
12-Jun-70,29,MO,121,MACON,TORNADO,2.5,M,3
12-Jun-70,29,MO,205,SHELBY,TORNADO,25,K,2
12-Jun-70,29,MO,111,LEWIS,TORNADO,25,K,2
12-Jun-70,29,MO,7,AUDRAIN,TORNADO,250,K,3
12-Jun-70,29,MO,163,PIKE,TORNADO,25,K,2
12-Jun-70,29,MO,163,PIKE,TORNADO,250,K,1
12-Jun-70,29,MO,159,PETTIS,TORNADO,25,K,1
13-Jun-70,29,MO,131,MILLER,TORNADO,25,K,1
19-Jun-70,29,MO,209,STONE,TORNADO,2.5,K,1
2-Jul-72,29,MO,13,BATES,TORNADO,2.5,K,0
27-Jul-72,29,MO,185,ST. CLAIR,TORNADO,25,K,1
7-Sep-72,29,MO,135,MONITEAU,TORNADO,2.5,K,0
7-Sep-72,29,MO,19,BOONE,TORNADO,25,K,1
30-Dec-72,29,MO,9,BARRY,TORNADO,25,K,2
30-Dec-72,29,MO,3,ANDREW,TORNADO,25,K,1
18-Jan-73,29,MO,181,RIPLEY,TORNADO,250,K,2
18-Jan-73,29,MO,207,STODDARD,TORNADO,25,K,1
13-Mar-73,29,MO,209,STONE,TORNADO,25,K,2
13-Mar-73,29,MO,67,DOUGLAS,TORNADO,25,K,2
13-Mar-73,29,MO,19,BOONE,TORNADO,25,K,1
6-Apr-78,29,MO,141,MORGAN,TORNADO,25,K,
1-May-83,29,MO,131,MILLER,TORNADO,250,K,1
1-May-83,29,MO,51,COLE,TORNADO,250,K,1
1-May-83,29,MO,51,COLE,TORNADO,0.03,K,0
1-May-83,29,MO,159,PETTIS,TORNADO,0.03,K,0
1-May-83,29,MO,151,OSAGE,TORNADO,2.5,M,3
1-May-83,29,MO,73,GASCONADE,TORNADO,0.25,K,1
1-May-83,29,MO,219,WARREN,TORNADO,2.5,M,2
1-May-83,29,MO,113,LINCOLN,TORNADO,25,K,1
1-May-83,29,MO,183,ST. CHARLES,TORNADO,2.5,K,1
1-May-83,29,MO,183,ST. CHARLES,TORNADO,2.5,M,2
1-May-83,29,MO,510,ST. LOUIS (C),TORNADO,25,K,3
18-May-83,29,MO,41,CHARITON,TORNADO,0.25,K,0
18-May-83,29,MO,89,HOWARD,TORNADO,250,K,1
27-May-83,29,MO,227,WORTH,TORNADO,2.5,K,0
10-Sep-75,29,MO,77,GREENE,TORNADO,2.5,M,2
11-Sep-75,29,MO,215,TEXAS,TORNADO,250,K,2
30-Sep-75,29,MO,29,CAMDEN,TORNADO,0,K,1
29-Nov-75,29,MO,21,BUCHANAN,TORNADO,25,K,1
29-Nov-75,29,MO,177,RAY,TORNADO,250,K,0
5-Dec-75,29,MO,165,PLATTE,TORNADO,25,K,1
14-Dec-75,29,MO,25,CALDWELL,TORNADO,2.5,K,1
21-Feb-76,29,MO,229,WRIGHT,TORNADO,25,K,1
21-Feb-76,29,MO,91,HOWELL,TORNADO,2.5,M,1
21-Feb-76,29,MO,91,HOWELL,TORNADO,250,K,2
21-Feb-76,29,MO,91,HOWELL,TORNADO,2.5,M,2
21-Feb-76,29,MO,23,BUTLER,TORNADO,2.5,M,3
21-Feb-76,29,MO,207,STODDARD,TORNADO,0,K,3
12-May-78,29,MO,167,POLK,TORNADO,25,K,
12-May-78,29,MO,169,PULASKI,TORNADO,2.5,M,2
12-May-78,29,MO,161,PHELPS,TORNADO,2.5,M,2
12-May-78,29,MO,65,DENT,TORNADO,25,K,
12-May-78,29,MO,189,ST. LOUIS,TORNADO,250,K,
12-May-78,29,MO,99,JEFFERSON,TORNADO,250,K,
12-May-78,29,MO,61,DAVIESS,TORNADO,250,K,
28-May-78,29,MO,131,MILLER,TORNADO,25,K,1
28-Apr-83,29,MO,229,WRIGHT,TORNADO,2.5,K,1
29-Apr-83,29,MO,77,GREENE,TORNADO,2.5,M,2
29-Apr-83,29,MO,77,GREENE,TORNADO,25,M,3
29-Apr-83,29,MO,145,NEWTON,TORNADO,0.25,K,0
30-Apr-83,29,MO,77,GREENE,TORNADO,0.03,K,1
23-Apr-67,29,MO,91,HOWELL,TORNADO,25,K,1
26-Apr-84,29,MO,75,GENTRY,TORNADO,250,K,2
27-Apr-84,29,MO,217,VERNON,TORNADO,0,K,0
29-Apr-84,29,MO,53,COOPER,TORNADO,0,K,0
29-Apr-84,29,MO,19,BOONE,TORNADO,25,K,1
29-Apr-84,29,MO,73,GASCONADE,TORNADO,25,M,2
29-Apr-84,29,MO,121,MACON,TORNADO,250,K,1
29-Apr-84,29,MO,35,CARTER,TORNADO,2.5,M,1
29-Apr-84,29,MO,149,OREGON,TORNADO,250,K,1
29-Apr-84,29,MO,113,LINCOLN,TORNADO,250,K,3
29-Apr-84,29,MO,69,DUNKLIN,TORNADO,2.5,K,0
15-Mar-82,29,MO,11,BARTON,TORNADO,25,M,3
15-Mar-82,29,MO,217,VERNON,TORNADO,25,M,3
15-Mar-82,29,MO,39,CEDAR,TORNADO,25,M,3
15-Mar-82,29,MO,97,JASPER,TORNADO,250,K,3
15-Mar-82,29,MO,185,ST. CLAIR,TORNADO,25,M,3
15-Mar-82,29,MO,15,BENTON,TORNADO,2.5,M,3
15-Mar-82,29,MO,141,MORGAN,TORNADO,250,K,2
15-Mar-82,29,MO,135,MONITEAU,TORNADO,250,K,1
15-Mar-82,29,MO,27,CALLAWAY,TORNADO,250,K,0
2-Apr-82,29,MO,95,JACKSON,TORNADO,250,K,1
2-Apr-82,29,MO,95,JACKSON,TORNADO,25,K,1
2-Apr-82,29,MO,185,ST. CLAIR,TORNADO,0,K,0
2-Apr-82,29,MO,159,PETTIS,TORNADO,0,K,0
2-Apr-82,29,MO,107,LAFAYETTE,TORNADO,0.25,K,1
16-Oct-84,29,MO,677,CHRISTIAN,TORNADO,0,K,1
16-Oct-84,29,MO,225,WEBSTER,TORNADO,2.5,M,1
16-Oct-84,29,MO,153,OZARK,TORNADO,25,K,1
16-Oct-84,29,MO,203,SHANNON,TORNADO,250,K,1
15-Jun-82,29,MO,219,WARREN,TORNADO,250,K,1
9-Jul-82,29,MO,29,CAMDEN,TORNADO,25,K,2
4-Sep-73,29,MO,13,BATES,TORNADO,25,K,1
24-Sep-73,29,MO,109,LAWRENCE,TORNADO,250,K,1
27-Sep-73,29,MO,97,JASPER,TORNADO,0,K,1
24-Nov-73,29,MO,203,SHANNON,TORNADO,250,K,2
24-Nov-73,29,MO,69,DUNKLIN,TORNADO,250,K,2
24-Nov-73,29,MO,207,STODDARD,TORNADO,25,K,0
24-Nov-73,29,MO,143,NEW MADRID,TORNADO,250,K,2
24-Nov-73,29,MO,143,NEW MADRID,TORNADO,250,K,2
24-Nov-73,29,MO,133,MISSISSIPPI,TORNADO,250,K,2
24-Nov-73,29,MO,133,MISSISSIPPI,TORNADO,250,K,2
4-Dec-73,29,MO,23,BUTLER,TORNADO,25,K,0
22-Jun-69,29,MO,165,PLATTE,TORNADO,25,K,1
22-Jun-69,29,MO,39,CEDAR,TORNADO,0.03,K,0
22-Jun-69,29,MO,221,WASHINGTON,TORNADO,2.5,M,4
22-Jun-69,29,MO,187,ST. FRANCOIS,TORNADO,2.5,M,4
22-Jun-69,29,MO,187,ST. FRANCOIS,TORNADO,2.5,M,4
22-Jun-69,29,MO,187,ST. FRANCOIS,TORNADO,2.5,M,4
22-Jun-69,29,MO,157,PERRY,TORNADO,250,K,3
23-Jun-69,29,MO,167,POLK,TORNADO,0.25,K,0
26-Jun-69,29,MO,165,PLATTE,TORNADO,25,K,3
26-Jun-69,29,MO,47,CLAY,TORNADO,25,K,3
26-Jun-69,29,MO,165,PLATTE,TORNADO,250,K,2
26-Jun-69,29,MO,47,CLAY,TORNADO,25,K,1
26-Jun-69,29,MO,177,RAY,TORNADO,25,K,1
29-Jun-69,29,MO,147,NODAWAY,TORNADO,0.03,K,0
16-Oct-84,29,MO,93,IRON,TORNADO,25,K,1
16-Oct-84,29,MO,17,BOLLINGER,TORNADO,250,K,1
18-Oct-84,29,MO,43,CHRISTIAN,TORNADO,2.5,K,0
18-Oct-84,29,MO,77,GREENE,TORNADO,2.5,K,1
18-Oct-84,29,MO,215,TEXAS,TORNADO,250,K,1
18-Oct-84,29,MO,149,OREGON,TORNADO,2.5,M,3
18-Oct-84,29,MO,203,SHANNON,TORNADO,2.5,M,3
9-Nov-84,29,MO,203,SHANNON,TORNADO,25,K,1
9-Nov-84,29,MO,186,STE. GENEVIEVE,TORNADO,2.5,K,1
9-Nov-84,29,MO,223,WAYNE,TORNADO,2.5,K,1
9-Nov-84,29,MO,223,WAYNE,TORNADO,25,K,1
9-Nov-84,29,MO,99,JEFFERSON,TORNADO,0,K,0
9-Nov-84,29,MO,31,CAPE GIRARDEAU,TORNADO,25,K,1
9-Nov-84,29,MO,181,RIPLEY,TORNADO,0,K,0
9-Nov-84,29,MO,181,RIPLEY,TORNADO,250,K,1
9-Nov-84,29,MO,221,WASHINGTON,TORNADO,25,M,2
20-Jun-70,29,MO,121,MACON,TORNADO,25,K,2
22-Mar-66,29,MO,77,GREENE,TORNADO,2.5,K,1
19-Apr-66,29,MO,61,DAVIESS,TORNADO,25,K,1
19-Apr-66,29,MO,117,LIVINGSTON,TORNADO,2.5,K,1
27-Apr-66,29,MO,161,PHELPS,TORNADO,25,K,1
29-Apr-66,29,MO,147,NODAWAY,TORNADO,2.5,K,1
11-May-66,29,MO,177,RAY,TORNADO,0.25,K,1
11-May-66,29,MO,11,BARTON,TORNADO,0.03,K,0
11-May-66,29,MO,11,BARTON,TORNADO,25,K,2
11-May-66,29,MO,161,PHELPS,TORNADO,0.03,K,0
11-May-66,29,MO,131,MILLER,TORNADO,2.5,K,1
15-May-66,29,MO,41,CHARITON,TORNADO,2.5,K,1
17-May-66,29,MO,29,CAMDEN,TORNADO,0.25,K,1
18-May-66,29,MO,31,CAPE GIRARDEAU,TORNADO,2.5,K,1
13-Mar-73,29,MO,113,LINCOLN,TORNADO,25,K,1
4-Jun-73,29,MO,183,ST. CHARLES,TORNADO,0,K,1
4-Jun-73,29,MO,99,JEFFERSON,TORNADO,0,K,1
4-Jun-73,29,MO,161,PHELPS,TORNADO,250,K,2
16-Jun-73,29,MO,21,BUCHANAN,TORNADO,2.5,M,2
19-Jun-73,29,MO,23,BUTLER,TORNADO,250,K,1
9-Jul-73,29,MO,133,MISSISSIPPI,TORNADO,0,K,0
18-Jul-73,29,MO,177,RAY,TORNADO,0,K,1
20-Jul-73,29,MO,27,CALLAWAY,TORNADO,2.5,K,1
23-Jul-73,29,MO,189,ST. LOUIS,TORNADO,0.25,K,1
7-Mar-75,29,MO,189,ST. LOUIS,TORNADO,250,K,2
23-Apr-75,29,MO,25,CALDWELL,TORNADO,2.5,M,4
23-Apr-75,29,MO,115,LINN,TORNADO,250,K,3
23-Apr-75,29,MO,115,LINN,TORNADO,250,K,3
23-Apr-75,29,MO,121,MACON,TORNADO,2.5,M,4
23-Apr-75,29,MO,205,SHELBY,TORNADO,2.5,M,4
23-Apr-75,29,MO,173,RALLS,TORNADO,25,K,2
3-Jul-70,29,MO,143,NEW MADRID,TORNADO,25,K,2
19-Jul-70,29,MO,149,OREGON,TORNADO,250,K,3
19-Aug-70,29,MO,209,STONE,TORNADO,25,K,1
2-Sep-70,29,MO,101,JOHNSON,TORNADO,0.25,K,0
7-Sep-70,29,MO,27,CALLAWAY,TORNADO,2.5,K,1
7-Sep-70,29,MO,211,SULLIVAN,TORNADO,25,K,1
8-Oct-70,29,MO,197,SCHUYLER,TORNADO,25,K,1
26-Oct-70,29,MO,145,NEWTON,TORNADO,2.5,K,1
4-Feb-71,29,MO,145,NEWTON,TORNADO,2.5,K,1
31-Mar-73,29,MO,83,HENRY,TORNADO,0.03,K,0
19-Apr-73,29,MO,155,PEMISCOT,TORNADO,25,K,2
19-Apr-73,29,MO,75,GENTRY,TORNADO,2.5,K,2
19-Apr-73,29,MO,75,GENTRY,TORNADO,2.5,K,2
19-Apr-73,29,MO,49,CLINTON,TORNADO,2.5,K,2
19-Apr-73,29,MO,83,HENRY,TORNADO,25,K,4
20-Apr-73,29,MO,185,ST. CLAIR,TORNADO,2.5,K,0
20-Apr-73,29,MO,185,ST. CLAIR,TORNADO,250,K,1
20-Apr-73,29,MO,185,ST. CLAIR,TORNADO,25,K,2
20-Apr-73,29,MO,53,COOPER,TORNADO,2.5,K,1
20-Apr-73,29,MO,39,CEDAR,TORNADO,25,K,3
20-Apr-73,29,MO,159,PETTIS,TORNADO,2.5,K,3
20-Apr-73,29,MO,33,CARROLL,TORNADO,25,K,2
20-Apr-73,29,MO,185,ST. CLAIR,TORNADO,25,K,1
20-Apr-73,29,MO,15,BENTON,TORNADO,250,K,3
20-Apr-73,29,MO,121,MACON,TORNADO,25,K,4
20-Apr-73,29,MO,15,BENTON,TORNADO,250,K,2
20-Apr-73,29,MO,15,BENTON,TORNADO,250,K,3
20-Apr-73,29,MO,53,COOPER,TORNADO,25,K,2
20-Apr-73,29,MO,199,SCOTLAND,TORNADO,250,K,3
20-Apr-73,29,MO,159,PETTIS,TORNADO,2.5,M,2
20-Apr-73,29,MO,57,DADE,TORNADO,2.5,M,3
20-Apr-73,29,MO,57,DADE,TORNADO,2.5,M,3
21-Apr-73,29,MO,129,MERCER,TORNADO,250,K,4
21-Apr-73,29,MO,171,PUTNAM,TORNADO,250,K,4
21-Apr-73,29,MO,97,JASPER,TORNADO,25,K,2
26-Apr-73,29,MO,69,DUNKLIN,TORNADO,25,K,2
1-May-73,29,MO,107,LAFAYETTE,TORNADO,2.5,K,2
1-May-73,29,MO,173,RALLS,TORNADO,0.25,K,1
1-May-73,29,MO,197,SCHUYLER,TORNADO,2.5,K,1
1-May-73,29,MO,197,SCHUYLER,TORNADO,0.25,K,1
23-Apr-67,29,MO,69,DUNKLIN,TORNADO,25,K,1
6-May-67,29,MO,215,TEXAS,TORNADO,0.03,K,0
7-May-67,29,MO,41,CHARITON,TORNADO,25,K,1
12-May-67,29,MO,155,PEMISCOT,TORNADO,2.5,K,1
18-May-67,29,MO,5,ATCHISON,TORNADO,2.5,K,0
27-May-67,29,MO,147,NODAWAY,TORNADO,2.5,K,1
28-May-67,29,MO,99,JEFFERSON,TORNADO,25,K,2
7-Jun-67,29,MO,47,CLAY,TORNADO,25,K,1
9-Jun-67,29,MO,87,HOLT,TORNADO,0.25,K,0
10-Jun-67,29,MO,119,MCDONALD,TORNADO,2.5,K,1
10-Jun-67,29,MO,107,LAFAYETTE,TORNADO,0.03,K,0
10-Jun-67,29,MO,99,JEFFERSON,TORNADO,25,K,2
12-Jun-67,29,MO,47,CLAY,TORNADO,25,K,1
12-Jun-67,29,MO,81,HARRISON,TORNADO,2.5,K,1
16-Jun-67,29,MO,131,MILLER,TORNADO,0.03,K,0
26-Jul-67,29,MO,137,MONROE,TORNADO,0.03,K,0
28-Jul-67,29,MO,11,BARTON,TORNADO,0.03,K,0
28-Jul-67,29,MO,29,CAMDEN,TORNADO,2.5,K,1
28-Jul-67,29,MO,77,GREENE,TORNADO,2.5,K,1
28-Jul-67,29,MO,225,WEBSTER,TORNADO,0.03,K,0
28-Jul-67,29,MO,161,PHELPS,TORNADO,2.5,K,1
13-Apr-81,29,MO,87,HOLT,TORNADO,0.03,K,0
13-Apr-81,29,MO,3,ANDREW,TORNADO,0.03,K,0
13-Apr-81,29,MO,87,HOLT,TORNADO,2.5,K,1
13-Apr-81,29,MO,75,GENTRY,TORNADO,250,K,1
13-Apr-81,29,MO,195,SALINE,TORNADO,250,K,1
13-Apr-81,29,MO,89,HOWARD,TORNADO,250,K,1
13-Apr-81,29,MO,139,MONTGOMERY,TORNADO,0.03,K,0
22-Apr-81,29,MO,69,DUNKLIN,TORNADO,25,M,4
22-Apr-81,29,MO,143,NEW MADRID,TORNADO,0,K,4
22-Apr-81,29,MO,201,SCOTT,TORNADO,0.03,K,1
22-Apr-81,29,MO,201,SCOTT,TORNADO,0.03,K,1
22-Apr-81,29,MO,99,JEFFERSON,TORNADO,2.5,M,3
22-Apr-81,29,MO,133,MISSISSIPPI,TORNADO,25,M,4
22-Apr-81,29,MO,201,SCOTT,TORNADO,0.03,K,0
18-May-81,29,MO,23,BUTLER,TORNADO,2.5,K,0
20-Mar-76,29,MO,23,BUTLER,TORNADO,25,K,1
20-Mar-76,29,MO,201,SCOTT,TORNADO,25,K,1
26-Mar-76,29,MO,145,NEWTON,TORNADO,250,K,3
26-Mar-76,29,MO,175,RANDOLPH,TORNADO,25,K,1
26-Mar-76,29,MO,97,JASPER,TORNADO,250,K,3
26-Mar-76,29,MO,9,BARRY,TORNADO,25,K,1
26-Mar-76,29,MO,109,LAWRENCE,TORNADO,250,K,3
20-Apr-76,29,MO,53,COOPER,TORNADO,0,K,0
27-Jul-76,29,MO,99,JEFFERSON,TORNADO,0,K,1
21-Oct-79,29,MO,9,BARRY,TORNADO,25,K,1
30-Oct-79,29,MO,9,BARRY,TORNADO,2.5,M,2
30-Oct-79,29,MO,109,LAWRENCE,TORNADO,2.5,M,2
7-Apr-80,29,MO,29,CAMDEN,TORNADO,2.5,M,2
7-Apr-80,29,MO,169,PULASKI,TORNADO,2.5,M,2
7-Apr-80,29,MO,71,FRANKLIN,TORNADO,250,K,2
7-Apr-80,29,MO,189,ST. LOUIS,TORNADO,2.5,M,3
7-Apr-80,29,MO,183,ST. CHARLES,TORNADO,2.5,M,3
12-May-80,29,MO,195,SALINE,TORNADO,250,K,2
12-May-80,29,MO,159,PETTIS,TORNADO,25,M,3
12-May-80,29,MO,15,BENTON,TORNADO,25,K,1
12-May-80,29,MO,135,MONITEAU,TORNADO,25,K,2
12-May-80,29,MO,51,COLE,TORNADO,25,K,2
12-May-80,29,MO,19,BOONE,TORNADO,25,K,2
12-May-80,29,MO,27,CALLAWAY,TORNADO,25,K,2
12-May-80,29,MO,27,CALLAWAY,TORNADO,250,K,1
12-May-80,29,MO,139,MONTGOMERY,TORNADO,250,K,2
12-May-80,29,MO,139,MONTGOMERY,TORNADO,250,K,2
1-May-83,29,MO,131,MILLER,TORNADO,0.25,K,1
7-Jun-84,29,MO,81,HARRISON,TORNADO,2.5,M,4
7-Jun-84,29,MO,61,DAVIESS,TORNADO,250,K,2
7-Jun-84,29,MO,61,DAVIESS,TORNADO,2.5,M,2
8-Jun-84,29,MO,147,NODAWAY,TORNADO,0,K,1
8-Jun-84,29,MO,147,NODAWAY,TORNADO,25,K,1
8-Jun-84,29,MO,7,AUDRAIN,TORNADO,0,K,0
8-Jun-84,29,MO,7,AUDRAIN,TORNADO,250,K,1
29-Jun-69,29,MO,147,NODAWAY,TORNADO,250,K,2
2-Apr-82,29,MO,131,MILLER,TORNADO,250,K,1
2-Apr-82,29,MO,105,LACLEDE,TORNADO,250,K,1
2-Apr-82,29,MO,159,PETTIS,TORNADO,25,K,1
2-Apr-82,29,MO,131,MILLER,TORNADO,250,K,1
2-Apr-82,29,MO,29,CAMDEN,TORNADO,0,K,1
2-Apr-82,29,MO,153,OZARK,TORNADO,25,M,4
2-Apr-82,29,MO,91,HOWELL,TORNADO,25,M,4
2-Apr-82,29,MO,131,MILLER,TORNADO,0,K,1
2-Apr-82,29,MO,51,COLE,TORNADO,0,K,0
16-Apr-82,29,MO,19,BOONE,TORNADO,0,K,0
16-Apr-82,29,MO,125,MARIES,TORNADO,250,K,2
16-Apr-82,29,MO,73,GASCONADE,TORNADO,25,K,1
16-Apr-82,29,MO,55,CRAWFORD,TORNADO,250,K,2
16-Apr-82,29,MO,91,HOWELL,TORNADO,250,K,2
16-Oct-84,29,MO,43,CHRISTIAN,TORNADO,2.5,M,1
26-May-85,29,MO,47,CLAY,TORNADO,0,K,0
8-Oct-82,29,MO,47,CLAY,TORNADO,25,K,1
1-Dec-82,29,MO,11,BARTON,TORNADO,250,K,1
1-Dec-82,29,MO,217,VERNON,TORNADO,250,K,1
1-Dec-82,29,MO,83,HENRY,TORNADO,0.03,K,1
1-Dec-82,29,MO,41,CHARITON,TORNADO,25,K,1
1-Dec-82,29,MO,159,PETTIS,TORNADO,2.5,K,1
2-Dec-82,29,MO,67,DOUGLAS,TORNADO,2.5,M,2
2-Dec-82,29,MO,229,WRIGHT,TORNADO,2.5,M,2
2-Dec-82,29,MO,215,TEXAS,TORNADO,2.5,M,2
2-Dec-82,29,MO,55,CRAWFORD,TORNADO,250,K,2
2-Dec-82,29,MO,71,FRANKLIN,TORNADO,250,K,2
2-Dec-82,29,MO,215,TEXAS,TORNADO,25,K,1
2-Dec-82,29,MO,139,MONTGOMERY,TORNADO,250,K,1
2-Dec-82,29,MO,215,TEXAS,TORNADO,25,K,1
2-Dec-82,29,MO,153,OZARK,TORNADO,0.25,K,1
2-Dec-82,29,MO,91,HOWELL,TORNADO,250,K,1
2-Dec-82,29,MO,161,PHELPS,TORNADO,25,K,1
2-Dec-82,29,MO,223,WAYNE,TORNADO,250,K,1
2-Dec-82,29,MO,161,PHELPS,TORNADO,0.25,K,1
2-Dec-82,29,MO,181,RIPLEY,TORNADO,250,K,2
2-Dec-82,29,MO,35,CARTER,TORNADO,250,K,2
27-Apr-83,29,MO,29,CAMDEN,TORNADO,2.5,K,0
7-Jul-69,29,MO,47,CLAY,TORNADO,0.25,K,1
26-Jul-69,29,MO,21,BUCHANAN,TORNADO,250,K,2
20-Aug-69,29,MO,161,PHELPS,TORNADO,2.5,K,1
10-Oct-69,29,MO,67,DOUGLAS,TORNADO,25,K,1
10-Oct-69,29,MO,113,LINCOLN,TORNADO,250,K,2
24-Apr-75,29,MO,43,CHRISTIAN,TORNADO,25,K,1
29-May-85,29,MO,145,NEWTON,TORNADO,250,K,1
29-May-85,29,MO,145,NEWTON,TORNADO,250,K,1
30-May-85,29,MO,21,BUCHANAN,TORNADO,250,K,1
30-May-85,29,MO,21,BUCHANAN,TORNADO,250,K,1
30-May-85,29,MO,165,PLATTE,TORNADO,250,K,1
30-May-85,29,MO,49,CLINTON,TORNADO,0,K,0
4-Feb-71,29,MO,97,JASPER,TORNADO,25,K,1
23-May-66,29,MO,5,ATCHISON,TORNADO,25,K,2
23-May-66,29,MO,89,HOWARD,TORNADO,0.03,K,0
23-May-66,29,MO,27,CALLAWAY,TORNADO,25,K,1
23-May-66,29,MO,27,CALLAWAY,TORNADO,25,K,2
5-Jun-66,29,MO,75,GENTRY,TORNADO,2.5,K,1
7-Jun-66,29,MO,207,STODDARD,TORNADO,0.25,K,0
12-Jun-66,29,MO,47,CLAY,TORNADO,0.03,K,0
12-Jun-66,29,MO,137,MONROE,TORNADO,0.25,K,1
14-Oct-66,29,MO,59,DALLAS,TORNADO,25,K,1
